id,name,rank,details,GENUS,SUBFAMILY,FAMILY,SUPERFAMILY,ORDER,SPECIES,SUBTRIBE,TRIBE
4998,Melanchra assimilis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4998/,Melanchra,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Melanchra assimilis,,Hadenini
740,Melanchra persicariae,SPECIES,https://api.dev.insectai.org/api/v2/taxa/740/,Melanchra,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Melanchra persicariae,,Hadenini
4997,Melanchra picta,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4997/,Melanchra,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Melanchra picta,,Hadenini
4996,Melanchra pulverulenta,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4996/,Melanchra,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Melanchra pulverulenta,,Hadenini
739,Melanchra sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/739/,Melanchra,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,,Hadenini
8797,Melanis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8797/,Melanis,Riodininae,Riodinidae,Papilionoidea,Lepidoptera,,,Riodinini
6362,Melanolophia canadaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6362/,Melanolophia,Ennominae,Geometridae,Geometroidea,Lepidoptera,Melanolophia canadaria,,Melanolophiini
10120,Melanolophia flexilinea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10120/,Melanolophia,Ennominae,Geometridae,Geometroidea,Lepidoptera,Melanolophia flexilinea,,Melanolophiini
7170,Melanolophia signataria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7170/,Melanolophia,Ennominae,Geometridae,Geometroidea,Lepidoptera,Melanolophia signataria,,Melanolophiini
6361,Melanolophia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/6361/,Melanolophia,Ennominae,Geometridae,Geometroidea,Lepidoptera,,,Melanolophiini
8198,Melanolophiini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/8198/,,Ennominae,Geometridae,Geometroidea,Lepidoptera,,,Melanolophiini
6730,Melanomma auricinctaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6730/,Melanomma,Hypeninae,Erebidae,Noctuoidea,Lepidoptera,Melanomma auricinctaria,,
6729,Melanomma sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/6729/,Melanomma,Hypeninae,Erebidae,Noctuoidea,Lepidoptera,,,
2573,Melanthia procellata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2573/,Melanthia,Larentiinae,Geometridae,Geometroidea,Lepidoptera,Melanthia procellata,,Melanthiini
2572,Melanthia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/2572/,Melanthia,Larentiinae,Geometridae,Geometroidea,Lepidoptera,,,Melanthiini
11524,Melanthiini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/11524/,,Larentiinae,Geometridae,Geometroidea,Lepidoptera,,,Melanthiini
10118,Melese amastris,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10118/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Melese amastris,Phaegopterina,Arctiini
10112,Melese asana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10112/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Melese asana,Phaegopterina,Arctiini
10116,Melese babosa,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10116/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Melese babosa,Phaegopterina,Arctiini
10115,Melese chozeba,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10115/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Melese chozeba,Phaegopterina,Arctiini
10113,Melese flavimaculata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10113/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Melese flavimaculata,Phaegopterina,Arctiini
10117,Melese incertus,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10117/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Melese incertus,Phaegopterina,Arctiini
10114,Melese laodamia,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10114/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Melese laodamia,Phaegopterina,Arctiini
10119,Melese sixola,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10119/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Melese sixola,Phaegopterina,Arctiini
7818,Melese sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7818/,Melese,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,,Phaegopterina,Arctiini
8724,Melete sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8724/,Melete,Pierinae,Pieridae,Papilionoidea,Lepidoptera,,Aporiina,Pierini
8156,Melinaea sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8156/,Melinaea,Danainae,Nymphalidae,Papilionoidea,Lepidoptera,,,Ithomiini
8290,Melipotini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/8290/,,Erebinae,Erebidae,Noctuoidea,Lepidoptera,,,Melipotini
10111,Melipotis fasciolaris,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10111/,Melipotis,Erebinae,Erebidae,Noctuoidea,Lepidoptera,Melipotis fasciolaris,,Melipotini
10110,Melipotis perpendicularis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10110/,Melipotis,Erebinae,Erebidae,Noctuoidea,Lepidoptera,Melipotis perpendicularis,,Melipotini
8291,Melipotis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8291/,Melipotis,Erebinae,Erebidae,Noctuoidea,Lepidoptera,,,Melipotini
8622,Melitaeini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/8622/,,Nymphalinae,Nymphalidae,Papilionoidea,Lepidoptera,,,Melitaeini
6310,Melittia cucurbitae,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6310/,Melittia,Sesiinae,Sesiidae,Cossoidea,Lepidoptera,Melittia cucurbitae,,Melittiini
6309,Melittia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/6309/,Melittia,Sesiinae,Sesiidae,Cossoidea,Lepidoptera,,,Melittiini
11425,Melittiini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/11425/,,Sesiinae,Sesiidae,Cossoidea,Lepidoptera,,,Melittiini
8029,Memphis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8029/,Memphis,Charaxinae,Nymphalidae,Papilionoidea,Lepidoptera,,,Anaeini
8821,Menander sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8821/,Menander,Riodininae,Riodinidae,Papilionoidea,Lepidoptera,,Lemoniadina,Nymphidiini
3507,Mendesia farinella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3507/,Mendesia,,Elachistidae,Gelechioidea,Lepidoptera,Mendesia farinella,,
3506,Mendesia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/3506/,Mendesia,,Elachistidae,Gelechioidea,Lepidoptera,,,
5651,Menesta sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/5651/,Menesta,Stenomatinae,Depresariidae,Gelechioidea,Lepidoptera,,,
5652,Menesta tortriciformella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5652/,Menesta,Stenomatinae,Depresariidae,Gelechioidea,Lepidoptera,Menesta tortriciformella,,
10109,Menevia lantona,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10109/,Menevia,Meneviinae,Mimallonidae,Mimallonoidea,Lepidoptera,Menevia lantona,,
8580,Menevia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8580/,Menevia,Meneviinae,Mimallonidae,Mimallonoidea,Lepidoptera,,,
8579,Meneviinae,SUBFAMILY,https://api.dev.insectai.org/api/v2/taxa/8579/,,Meneviinae,Mimallonidae,Mimallonoidea,Lepidoptera,,,
2857,Menophra abruptaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2857/,Menophra,Ennominae,Geometridae,Geometroidea,Lepidoptera,Menophra abruptaria,,Boarmiini
2856,Menophra japygiaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2856/,Menophra,Ennominae,Geometridae,Geometroidea,Lepidoptera,Menophra japygiaria,,Boarmiini
2855,Menophra sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/2855/,Menophra,Ennominae,Geometridae,Geometroidea,Lepidoptera,,,Boarmiini
9145,Meragisa sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/9145/,Meragisa,,Notodontidae,Noctuoidea,Lepidoptera,,,
10108,Meragisa valdiviesoi,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10108/,Meragisa,,Notodontidae,Noctuoidea,Lepidoptera,Meragisa valdiviesoi,,
5108,Meropleon diversicolor,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5108/,Meropleon,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Meropleon diversicolor,,Apameini
5107,Meropleon sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/5107/,Meropleon,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,,Apameini
6017,Meroptera abditiva,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6017/,Meroptera,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,Meroptera abditiva,,
6019,Meroptera cviatella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6019/,Meroptera,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,Meroptera cviatella,,
6018,Meroptera pravella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6018/,Meroptera,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,Meroptera pravella,,
6016,Meroptera sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/6016/,Meroptera,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,,,
4010,Merrifieldia baliodactylus,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4010/,Merrifieldia,Pterophorinae,Pterophoridae,Pterophoroidea,Lepidoptera,Merrifieldia baliodactylus,,Pterophorini
4116,Merrifieldia leucodactyla,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4116/,Merrifieldia,Pterophorinae,Pterophoridae,Pterophoroidea,Lepidoptera,Merrifieldia leucodactyla,,Pterophorini
4003,Merrifieldia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/4003/,Merrifieldia,Pterophorinae,Pterophoridae,Pterophoroidea,Lepidoptera,,,Pterophorini
4004,Merrifieldia tridactyla,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4004/,Merrifieldia,Pterophorinae,Pterophoridae,Pterophoroidea,Lepidoptera,Merrifieldia tridactyla,,Pterophorini
7184,Mesapamea fractilinea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7184/,Mesapamea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Mesapamea fractilinea,,Apameini
991,Mesapamea secalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/991/,Mesapamea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Mesapamea secalis,,Apameini
990,Mesapamea sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/990/,Mesapamea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,,Apameini
10106,Mescinia berosa,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10106/,Mescinia,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,Mescinia berosa,,Phycitini
10105,Mescinia mosces,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10105/,Mescinia,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,Mescinia mosces,,Phycitini
8685,Mescinia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8685/,Mescinia,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,,,Phycitini
10107,Mescinia triloses,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10107/,Mescinia,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,Mescinia triloses,,Phycitini
8787,Mesene sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8787/,Mesene,Riodininae,Riodinidae,Papilionoidea,Lepidoptera,,,Symmachiini
8819,Mesenopsis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8819/,Mesenopsis,Riodininae,Riodinidae,Papilionoidea,Lepidoptera,,,Symmachiini
10103,Mesocondyla concordalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10103/,Mesocondyla,Spilomelinae,Crambidae,Pyraloidea,Lepidoptera,Mesocondyla concordalis,,
8959,Mesocondyla sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8959/,Mesocondyla,Spilomelinae,Crambidae,Pyraloidea,Lepidoptera,,,
10104,Mesocondyla tarsibarbalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10104/,Mesocondyla,Spilomelinae,Crambidae,Pyraloidea,Lepidoptera,Mesocondyla tarsibarbalis,,
10102,Mesodiphlebia merilesella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10102/,Mesodiphlebia,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,Mesodiphlebia merilesella,,Anerastiini
8695,Mesodiphlebia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8695/,Mesodiphlebia,Phycitinae,Pyralidae,Pyraloidea,Lepidoptera,,,Anerastiini
975,Mesogona acetosellae,SPECIES,https://api.dev.insectai.org/api/v2/taxa/975/,Mesogona,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Mesogona acetosellae,,Xylenini
974,Mesogona oxalina,SPECIES,https://api.dev.insectai.org/api/v2/taxa/974/,Mesogona,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Mesogona oxalina,,Xylenini
973,Mesogona sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/973/,Mesogona,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,,Xylenini
3745,Mesoleuca albicillata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3745/,Mesoleuca,Larentiinae,Geometridae,Geometroidea,Lepidoptera,Mesoleuca albicillata,,Larentiini
7042,Mesoleuca ruficillata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7042/,Mesoleuca,Larentiinae,Geometridae,Geometroidea,Lepidoptera,Mesoleuca ruficillata,,Larentiini
3744,Mesoleuca sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/3744/,Mesoleuca,Larentiinae,Geometridae,Geometroidea,Lepidoptera,,,Larentiini
699,Mesoligia furuncula,SPECIES,https://api.dev.insectai.org/api/v2/taxa/699/,Mesoligia,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Mesoligia furuncula,,Apameini
698,Mesoligia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/698/,Mesoligia,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,,Apameini
4226,Mesophleps ochracella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4226/,Mesophleps,Anacampsinae,Gelechiidae,Gelechioidea,Lepidoptera,Mesophleps ochracella,,Anacampsini
1814,Mesophleps silacella,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1814/,Mesophleps,Anacampsinae,Gelechiidae,Gelechioidea,Lepidoptera,Mesophleps silacella,,Anacampsini
1813,Mesophleps sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/1813/,Mesophleps,Anacampsinae,Gelechiidae,Gelechioidea,Lepidoptera,,,Anacampsini
10101,Mesoscia dumilla,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10101/,Mesoscia,Trosiinae,Megalopygidae,Zygaenoidea,Lepidoptera,Mesoscia dumilla,,
10099,Mesoscia dyari,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10099/,Mesoscia,Trosiinae,Megalopygidae,Zygaenoidea,Lepidoptera,Mesoscia dyari,,
10098,Mesoscia guttifascia,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10098/,Mesoscia,Trosiinae,Megalopygidae,Zygaenoidea,Lepidoptera,Mesoscia guttifascia,,
10100,Mesoscia pusilla,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10100/,Mesoscia,Trosiinae,Megalopygidae,Zygaenoidea,Lepidoptera,Mesoscia pusilla,,
9047,Mesoscia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/9047/,Mesoscia,Trosiinae,Megalopygidae,Zygaenoidea,Lepidoptera,,,
8800,Mesosemia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8800/,Mesosemia,Riodininae,Riodinidae,Papilionoidea,Lepidoptera,,Mesosemiina,Mesosemiini
8789,Mesosemiina,SUBTRIBE,https://api.dev.insectai.org/api/v2/taxa/8789/,,Riodininae,Riodinidae,Papilionoidea,Lepidoptera,,Mesosemiina,Mesosemiini
8788,Mesosemiini,TRIBE,https://api.dev.insectai.org/api/v2/taxa/8788/,,Riodininae,Riodinidae,Papilionoidea,Lepidoptera,,,Mesosemiini
6416,Mesothea incertata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6416/,Mesothea,Geometrinae,Geometridae,Geometroidea,Lepidoptera,Mesothea incertata,,Hemitheini
6415,Mesothea sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/6415/,Mesothea,Geometrinae,Geometridae,Geometroidea,Lepidoptera,,,Hemitheini
10097,Mesothen ethela,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10097/,Mesothen,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Mesothen ethela,Euchromiina,Arctiini
10096,Mesothen pyrrha,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10096/,Mesothen,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Mesothen pyrrha,Euchromiina,Arctiini
7866,Mesothen sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7866/,Mesothen,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,,Euchromiina,Arctiini
4061,Mesotype didymata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/4061/,Perizoma,Larentiinae,Geometridae,Geometroidea,Lepidoptera,Mesotype didymata,,Hydriomenini
8781,Metacharis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8781/,Metacharis,Riodininae,Riodinidae,Papilionoidea,Lepidoptera,,,Riodinini
1507,Metalampra cinnamomea Zell.,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1507/,Borkhausenia,Oecophorinae,Oecophoridae,Gelechioidea,Lepidoptera,Metalampra cinnamomea Zell.,,Oecophorini
1505,Metalampra italica,SPECIES,https://api.dev.insectai.org/api/v2/taxa/1505/,Borkhausenia,Oecophorinae,Oecophoridae,Gelechioidea,Lepidoptera,Metalampra italica,,Oecophorini
10090,Metalectra contactoides,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10090/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra contactoides,,Boletobiini
10095,Metalectra didyma,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10095/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra didyma,,Boletobiini
5135,Metalectra discalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5135/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra discalis,,Boletobiini
10094,Metalectra diversata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10094/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra diversata,,Boletobiini
10089,Metalectra lithostis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10089/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra lithostis,,Boletobiini
10091,Metalectra mochtheros,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10091/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra mochtheros,,Boletobiini
10092,Metalectra monopais,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10092/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra monopais,,Boletobiini
5136,Metalectra quadrisignata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5136/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra quadrisignata,,Boletobiini
5134,Metalectra sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/5134/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,,,Boletobiini
10093,Metalectra tristigma,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10093/,Metalectra,Boletobiinae,Erebidae,Noctuoidea,Lepidoptera,Metalectra tristigma,,Boletobiini
10088,Metallosia nitens,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10088/,Metallosia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Metallosia nitens,,Lithosiini
7921,Metallosia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7921/,Metallosia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,,,Lithosiini
10087,Metalobosia ducalis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10087/,Metalobosia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Metalobosia ducalis,,Lithosiini
7920,Metalobosia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7920/,Metalobosia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,,,Lithosiini
7019,Metanema determinata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/7019/,Metanema,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metanema determinata,,Epionini
43,Metanema inatomaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/43/,Metanema,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metanema inatomaria,,Epionini
7018,Metanema sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7018/,Metanema,Ennominae,Geometridae,Geometroidea,Lepidoptera,,,Epionini
10086,Metaprosphera modesta,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10086/,Metaprosphera,Calpinae,Erebidae,Noctuoidea,Lepidoptera,Metaprosphera modesta,,
8010,Metaprosphera sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8010/,Metaprosphera,Calpinae,Erebidae,Noctuoidea,Lepidoptera,,,
6508,Metarranthis amyrisaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6508/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metarranthis amyrisaria,,Anagogini
6509,Metarranthis angularia,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6509/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metarranthis angularia,,Anagogini
6513,Metarranthis duaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6513/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metarranthis duaria,,Anagogini
6514,Metarranthis hypochraria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6514/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metarranthis hypochraria,,Anagogini
6507,Metarranthis indeclinata,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6507/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metarranthis indeclinata,,Anagogini
6512,Metarranthis obfirmaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6512/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metarranthis obfirmaria,,Anagogini
6511,Metarranthis refractaria,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6511/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metarranthis refractaria,,Anagogini
6506,Metarranthis sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/6506/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,,,Anagogini
6510,Metarranthis warneri,SPECIES,https://api.dev.insectai.org/api/v2/taxa/6510/,Metarranthis,Ennominae,Geometridae,Geometroidea,Lepidoptera,Metarranthis warneri,,Anagogini
10084,Metastatia pyrrhorhea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10084/,Metastatia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Metastatia pyrrhorhea,Ctenuchina,Arctiini
10085,Metastatia pyrrhorhoea,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10085/,Metastatia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Metastatia pyrrhorhoea,Ctenuchina,Arctiini
7903,Metastatia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7903/,Metastatia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,,Ctenuchina,Arctiini
5288,Metaxaglaea inulta,SPECIES,https://api.dev.insectai.org/api/v2/taxa/5288/,Metaxaglaea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,Metaxaglaea inulta,Xylenina,Xylenini
5287,Metaxaglaea sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/5287/,Metaxaglaea,Noctuinae,Noctuidae,Noctuoidea,Lepidoptera,,Xylenina,Xylenini
10083,Metaxanthia atribasis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10083/,Metaxanthia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Metaxanthia atribasis,Phaegopterina,Arctiini
10082,Metaxanthia aureiventris,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10082/,Metaxanthia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Metaxanthia aureiventris,Phaegopterina,Arctiini
7919,Metaxanthia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7919/,Metaxanthia,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,,Phaegopterina,Arctiini
2364,Metaxmeste phrygialis,SPECIES,https://api.dev.insectai.org/api/v2/taxa/2364/,Metaxmeste,Odontiinae,Crambidae,Pyraloidea,Lepidoptera,Metaxmeste phrygialis,,Odontiini
2363,Metaxmeste sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/2363/,Metaxmeste,Odontiinae,Crambidae,Pyraloidea,Lepidoptera,,,Odontiini
3066,Metendothenia atropunctana,SPECIES,https://api.dev.insectai.org/api/v2/taxa/3066/,Metendothenia,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,Metendothenia atropunctana,,Olethreutini
3065,Metendothenia sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/3065/,Metendothenia,Olethreutinae,Tortricidae,Tortricoidea,Lepidoptera,,,Olethreutini
11343,Metoponiinae,SUBFAMILY,https://api.dev.insectai.org/api/v2/taxa/11343/,,Metoponiinae,Noctuidae,Noctuoidea,Lepidoptera,,,
10080,Metria guapila,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10080/,Metria,Erebinae,Erebidae,Noctuoidea,Lepidoptera,Metria guapila,,Ophiusini
10081,Metria pascuala,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10081/,Metria,Erebinae,Erebidae,Noctuoidea,Lepidoptera,Metria pascuala,,Ophiusini
8284,Metria sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/8284/,Metria,Erebinae,Erebidae,Noctuoidea,Lepidoptera,,,Ophiusini
10079,Metriophyla albiplaga,SPECIES,https://api.dev.insectai.org/api/v2/taxa/10079/,Metriophyla,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,Metriophyla albiplaga,Ctenuchina,Arctiini
7937,Metriophyla sp.,GENUS,https://api.dev.insectai.org/api/v2/taxa/7937/,Metriophyla,Arctiinae,Erebidae,Noctuoidea,Lepidoptera,,Ctenuchina,Arctiini
